sequence_id,sequence_label,adc_samples,tool_key,tool_label,run,total_ms,total_seconds,median_seconds,q1_seconds,q3_seconds,status,error_type,error_message
writeCineGradientEcho,Cine GRE,138240,pypulseq,PyPulseq,5,4222.636125050485,4.222636125050485,4.222636125050485,4.153271500021219,4.2880054586566985,complete,,
writeEpi,EPI,12288,seqeyes,SeqEyes-Plus,1,122.19999980926514,0.12219999980926513,0.12430000019073487,0.12409999990463257,0.13819999980926514,complete,,
writeEpi,EPI,12288,seqeyes,SeqEyes-Plus,2,124.30000019073486,0.12430000019073487,0.12430000019073487,0.12409999990463257,0.13819999980926514,complete,,
writeEpi,EPI,12288,seqeyes,SeqEyes-Plus,3,124.09999990463257,0.12409999990463257,0.12430000019073487,0.12409999990463257,0.13819999980926514,complete,,
writeEpi,EPI,12288,seqeyes,SeqEyes-Plus,4,138.19999980926514,0.13819999980926514,0.12430000019073487,0.12409999990463257,0.13819999980926514,complete,,
writeEpi,EPI,12288,seqeyes,SeqEyes-Plus,5,152.19999980926514,0.15219999980926513,0.12430000019073487,0.12409999990463257,0.13819999980926514,complete,,
writeEpi,EPI,12288,matlab,Pulseq MATLAB,1,1125.7832083333333,1.1257832083333332,1.0160333333333333,0.9728043333333334,1.1150805416666667,complete,,
writeEpi,EPI,12288,matlab,Pulseq MATLAB,2,1115.0805416666667,1.1150805416666667,1.0160333333333333,0.9728043333333334,1.1150805416666667,complete,,
writeEpi,EPI,12288,matlab,Pulseq MATLAB,3,948.6018333333334,0.9486018333333334,1.0160333333333333,0.9728043333333334,1.1150805416666667,complete,,
writeEpi,EPI,12288,matlab,Pulseq MATLAB,4,1016.0333333333333,1.0160333333333333,1.0160333333333333,0.9728043333333334,1.1150805416666667,complete,,
writeEpi,EPI,12288,matlab,Pulseq MATLAB,5,972.8043333333334,0.9728043333333334,1.0160333333333333,0.9728043333333334,1.1150805416666667,complete,,
writeEpi,EPI,12288,pypulseq,PyPulseq,1,357.2076251730323,0.3572076251730323,0.36030916683375835,0.3572076251730323,0.388800207991153,complete,,
writeEpi,EPI,12288,pypulseq,PyPulseq,2,389.20299988240004,0.38920299988240004,0.36030916683375835,0.3572076251730323,0.388800207991153,complete,,
writeEpi,EPI,12288,pypulseq,PyPulseq,3,360.30916683375835,0.36030916683375835,0.36030916683375835,0.3572076251730323,0.388800207991153,complete,,
writeEpi,EPI,12288,pypulseq,PyPulseq,4,336.108457762748,0.336108457762748,0.36030916683375835,0.3572076251730323,0.388800207991153,complete,,
writeEpi,EPI,12288,pypulseq,PyPulseq,5,388.800207991153,0.388800207991153,0.36030916683375835,0.3572076251730323,0.388800207991153,complete,,
writeEpiDiffusionRS,writeEpiDiffusionRS,31248,seqeyes,SeqEyes-Plus,1,151.7000002861023,0.15170000028610228,0.15170000028610228,0.1515,0.15340000009536744,complete,,
writeEpiDiffusionRS,writeEpiDiffusionRS,31248,seqeyes,SeqEyes-Plus,2,182.19999980926514,0.18219999980926513,0.15170000028610228,0.1515,0.15340000009536744,complete,,
writeEpiDiffusionRS,writeEpiDiffusionRS,31248,seqeyes,SeqEyes-Plus,3,153.40000009536743,0.15340000009536744,0.15170000028610228,0.1515,0.15340000009536744,complete,,
writeEpiDiffusionRS,writeEpiDiffusionRS,31248,seqeyes,SeqEyes-Plus,4,138.2999997138977,0.1382999997138977,0.15170000028610228,0.1515,0.15340000009536744,complete,,
writeEpiDiffusionRS,writeEpiDiffusionRS,31248,seqeyes,SeqEyes-Plus,5,151.5,0.1515,0.15170000028610228,0.1515,0.15340000009536744,complete,,
writeEpiDiffusionRS,writeEpiDiffusionRS,31248,matlab,Pulseq MATLAB,1,1418.2968333333333,1.4182968333333332,1.241200875,1.2308073333333334,1.4182968333333332,complete,,
writeEpiDiffusionRS,writeEpiDiffusionRS,31248,matlab,Pulseq MATLAB,2,1494.902125,1.494902125,1.241200875,1.2308073333333334,1.4182968333333332,complete,,
writeEpiDiffusionRS,writeEpiDiffusionRS,31248,matlab,Pulseq MATLAB,3,1241.200875,1.241200875,1.241200875,1.2308073333333334,1.4182968333333332,complete,,
writeEpiDiffusionRS,writeEpiDiffusionRS,31248,matlab,Pulseq MATLAB,4,1230.8073333333334,1.2308073333333334,1.241200875,1.2308073333333334,1.4182968333333332,complete,,
writeEpiDiffusionRS,writeEpiDiffusionRS,31248,matlab,Pulseq MATLAB,5,1130.6151666666667,1.1306151666666666,1.241200875,1.2308073333333334,1.4182968333333332,complete,,
writeEpiDiffusionRS,writeEpiDiffusionRS,31248,pypulseq,PyPulseq,1,487.7952910028398,0.4877952910028398,0.4889675001613796,0.4883995419368148,0.489609207957983,complete,,
writeEpiDiffusionRS,writeEpiDiffusionRS,31248,pypulseq,PyPulseq,2,488.3995419368148,0.4883995419368148,0.4889675001613796,0.4883995419368148,0.489609207957983,complete,,
writeEpiDiffusionRS,writeEpiDiffusionRS,31248,pypulseq,PyPulseq,3,489.609207957983,0.489609207957983,0.4889675001613796,0.4883995419368148,0.489609207957983,complete,,
writeEpiDiffusionRS,writeEpiDiffusionRS,31248,pypulseq,PyPulseq,4,491.5115418843925,0.4915115418843925,0.4889675001613796,0.4883995419368148,0.489609207957983,complete,,
writeEpiDiffusionRS,writeEpiDiffusionRS,31248,pypulseq,PyPulseq,5,488.9675001613796,0.4889675001613796,0.4889675001613796,0.4883995419368148,0.489609207957983,complete,,
writeEpiDiffusionRS_PMC,EPI diffusion RS + PMC,36456,seqeyes,SeqEyes-Plus,1,138.00000047683716,0.13800000047683716,0.152,0.13800000047683716,0.15269999980926513,complete,,
writeEpiDiffusionRS_PMC,EPI diffusion RS + PMC,36456,seqeyes,SeqEyes-Plus,2,166.49999952316284,0.16649999952316283,0.152,0.13800000047683716,0.15269999980926513,complete,,
writeEpiDiffusionRS_PMC,EPI diffusion RS + PMC,36456,seqeyes,SeqEyes-Plus,3,152.0,0.152,0.152,0.13800000047683716,0.15269999980926513,complete,,
writeEpiDiffusionRS_PMC,EPI diffusion RS + PMC,36456,seqeyes,SeqEyes-Plus,4,152.69999980926514,0.15269999980926513,0.152,0.13800000047683716,0.15269999980926513,complete,,
writeEpiDiffusionRS_PMC,EPI diffusion RS + PMC,36456,seqeyes,SeqEyes-Plus,5,137.2000002861023,0.1372000002861023,0.152,0.13800000047683716,0.15269999980926513,complete,,
writeEpiDiffusionRS_PMC,EPI diffusion RS + PMC,36456,matlab,Pulseq MATLAB,1,1760.3092916666667,1.7603092916666667,1.1376787916666666,1.1171826666666667,1.2367439583333333,complete,,
writeEpiDiffusionRS_PMC,EPI diffusion RS + PMC,36456,matlab,Pulseq MATLAB,2,1137.6787916666667,1.1376787916666666,1.1376787916666666,1.1171826666666667,1.2367439583333333,complete,,
writeEpiDiffusionRS_PMC,EPI diffusion RS + PMC,36456,matlab,Pulseq MATLAB,3,1236.7439583333332,1.2367439583333333,1.1376787916666666,1.1171826666666667,1.2367439583333333,complete,,
writeEpiDiffusionRS_PMC,EPI diffusion RS + PMC,36456,matlab,Pulseq MATLAB,4,1117.1826666666666,1.1171826666666667,1.1376787916666666,1.1171826666666667,1.2367439583333333,complete,,
writeEpiDiffusionRS_PMC,EPI diffusion RS + PMC,36456,matlab,Pulseq MATLAB,5,1089.4459583333335,1.0894459583333336,1.1376787916666666,1.1171826666666667,1.2367439583333333,complete,,
writeEpiDiffusionRS_PMC,EPI diffusion RS + PMC,36456,pypulseq,PyPulseq,1,885.7211670838296,0.8857211670838296,0.5601382912136614,0.5569834169000387,0.5667617078870535,complete,,
writeEpiDiffusionRS_PMC,EPI diffusion RS + PMC,36456,pypulseq,PyPulseq,2,566.7617078870535,0.5667617078870535,0.5601382912136614,0.5569834169000387,0.5667617078870535,complete,,
writeEpiDiffusionRS_PMC,EPI diffusion RS + PMC,36456,pypulseq,PyPulseq,3,550.8913332596421,0.5508913332596421,0.5601382912136614,0.5569834169000387,0.5667617078870535,complete,,
writeEpiDiffusionRS_PMC,EPI diffusion RS + PMC,36456,pypulseq,PyPulseq,4,560.1382912136614,0.5601382912136614,0.5601382912136614,0.5569834169000387,0.5667617078870535,complete,,
writeEpiDiffusionRS_PMC,EPI diffusion RS + PMC,36456,pypulseq,PyPulseq,5,556.9834169000387,0.5569834169000387,0.5601382912136614,0.5569834169000387,0.5667617078870535,complete,,
writeEpiRS,EPI-RS,5120,seqeyes,SeqEyes-Plus,1,116.59999942779541,0.1165999994277954,0.1165999994277954,0.1155,0.13639999961853028,complete,,
writeEpiRS,EPI-RS,5120,seqeyes,SeqEyes-Plus,2,115.30000066757202,0.11530000066757203,0.1165999994277954,0.1155,0.13639999961853028,complete,,
writeEpiRS,EPI-RS,5120,seqeyes,SeqEyes-Plus,3,145.50000047683716,0.14550000047683717,0.1165999994277954,0.1155,0.13639999961853028,complete,,
writeEpiRS,EPI-RS,5120,seqeyes,SeqEyes-Plus,4,115.5,0.1155,0.1165999994277954,0.1155,0.13639999961853028,complete,,
